tournamentid;matchid;LeagueTypeID;LeagueTypeName;eventid;eventcode;eventname;drawid;drawcode;drawname;team1id;team1name;team2id;team2name;winner;plannedtime;plannedtime_original;locationid;locationname;team1matchpoints;team2matchpoints;team1matches;team2matches;team1sets;team2sets;team1points;team2points;HomeAwaySwapped;teamresult_enteredon;teamresult_user;submatchresult_enteredon;submatchresult_user;teammatchconfirmed_confirmedon;teammatchconfirmed_user;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_PenaltyTeam1AllPoints;flag_PenaltyTeam2AllPoints;flag_PenaltyBothTeams
204506;100;1;Mixed Competition;1;;Division 1;4;;Play Down;;;;;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;101;1;Mixed Competition;1;;Division 1;4;;Play Down;;Hebad 1;;Waterloo 1;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;102;1;Mixed Competition;1;;Division 1;4;;Play Down;;Olve 1;;Lebad 1;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;178;1;Mixed Competition;2;;Division 2;7;;Play Down;;;;;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;179;1;Mixed Competition;2;;Division 2;7;;Play Down;;Lokerse 1;;W&L 2;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;180;1;Mixed Competition;2;;Division 2;7;;Play Down;;Zwijndrecht 1;;Tournai 1;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;93;1;Mixed Competition;1;;Division 1;3;;Play Off;;;;;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;94;1;Mixed Competition;1;;Division 1;3;;Play Off;;W&L 1;;DZ99 1;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;95;1;Mixed Competition;1;;Division 1;3;;Play Off;;Pluimplukkers 1;;Bad79 1;0;;;;;0;0;0;0;0;0;0;0;False;;;;;;;false;false;false;false;false;false;false
204506;146;1;Mixed Competition;2;;Division 2;5;;Qualification;;Bad79 2;;W&L 2;1;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;2;0;1;0;11;6;328;241;False;;;30-9-2017 12:10:19;Willy Van Delsen;30-9-2017 13:14:43;Willy Van Delsen;false;false;false;false;false;false;false
204506;152;1;Mixed Competition;2;;Division 2;5;;Qualification;;Pluimplukkers 2;;Grace 1;1;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;2;0;1;0;11;9;378;372;False;;;30-9-2017 12:26:16;Willy Van Delsen;2-10-2017 14:13:02;Willy Van Delsen;false;false;false;false;false;false;false
204506;153;1;Mixed Competition;2;;Division 2;5;;Qualification;;Bad79 2;;Grace 1;2;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;0;2;0;1;6;13;327;370;False;;;30-9-2017 14:42:06;Willy Van Delsen;2-10-2017 14:18:54;Willy Van Delsen;false;false;false;false;false;false;false
204506;158;1;Mixed Competition;2;;Division 2;5;;Qualification;;Zwijndrecht 1;;Lokerse 1;2;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;0;2;0;1;6;11;299;322;False;;;30-9-2017 11:43:36;Willy Van Delsen;2-10-2017 14:12:52;Willy Van Delsen;false;false;false;false;false;false;false
204506;159;1;Mixed Competition;2;;Division 2;5;;Qualification;;Pluimplukkers 2;;Lokerse 1;1;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;2;0;1;0;11;7;343;312;False;;;30-9-2017 14:45:18;Willy Van Delsen;2-10-2017 14:18:38;Willy Van Delsen;false;false;false;false;false;false;false
204506;164;1;Mixed Competition;2;;Division 2;5;;Qualification;;u-blox Dijlevallei 1;;Tournai 1;1;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;2;0;1;0;12;5;338;303;False;;;30-9-2017 11:35:52;Willy Van Delsen;2-10-2017 14:12:41;Willy Van Delsen;false;false;false;false;false;false;false
204506;168;1;Mixed Competition;2;;Division 2;5;;Qualification;;W&L 2;;Tournai 1;2;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;0;2;0;1;9;10;349;351;False;30-9-2017 17:38:40;Willy Van Delsen;30-9-2017 14:40:19;Willy Van Delsen;2-10-2017 14:19:05;Willy Van Delsen;false;false;false;false;false;false;false
204506;122;1;Mixed Competition;2;;Division 2;5;;Qualification;;u-blox Dijlevallei 1;;Zwijndrecht 1;1;30-9-2017 00:00:00;30-9-2017 00:00:00;;Sportcentrum Kessel-Lo;2;0;1;0;14;7;423;392;False;;;30-9-2017 14:43:35;Willy Van Delsen;2-10-2017 14:18:27;Willy Van Delsen;false;false;false;false;false;false;false
204506;86;1;Mixed Competition;1;;Division 1;1;;Qualifications;;Bad79 1;;Olve 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;13;8;385;349;False;;;27-9-2017 21:27:32;Willy Van Delsen;2-10-2017 13:53:55;Willy Van Delsen;false;false;false;false;false;false;false
204506;68;1;Mixed Competition;1;;Division 1;1;;Qualifications;;Hebad 1;;Pluimplukkers 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;12;7;367;320;False;;;1-10-2017 10:43:15;Willy Van Delsen;2-10-2017 13:54:57;Willy Van Delsen;false;false;false;false;false;false;false
204506;90;1;Mixed Competition;1;;Division 1;1;;Qualifications;;Pluimplukkers 1;;Olve 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;13;7;406;368;False;;;1-10-2017 15:34:57;Willy Van Delsen;2-10-2017 13:57:06;Willy Van Delsen;false;false;false;false;false;false;false
204506;8;1;Mixed Competition;1;;Division 1;1;;Qualifications;;Bad79 1;;W&L 1;2;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;0;2;0;1;7;11;299;327;False;;;1-10-2017 15:38:00;Willy Van Delsen;2-10-2017 13:56:27;Willy Van Delsen;false;false;false;false;false;false;false
204506;74;1;Mixed Competition;1;;Division 1;1;;Qualifications;;DZ99 1;;Lebad 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;11;8;358;341;False;;;1-10-2017 10:41:01;Willy Van Delsen;2-10-2017 13:54:43;Willy Van Delsen;false;false;false;false;false;false;false
204506;75;1;Mixed Competition;1;;Division 1;1;;Qualifications;;Hebad 1;;Lebad 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;11;6;333;285;False;;;1-10-2017 15:36:32;Willy Van Delsen;2-10-2017 13:56:54;Willy Van Delsen;false;false;false;false;false;false;false
204506;80;1;Mixed Competition;1;;Division 1;1;;Qualifications;;W&L 1;;Waterloo 1;1;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;2;0;1;0;13;7;384;317;False;;;1-10-2017 10:38:41;Willy Van Delsen;2-10-2017 13:54:27;Willy Van Delsen;false;false;false;false;false;false;false
204506;81;1;Mixed Competition;1;;Division 1;1;;Qualifications;;DZ99 1;;Waterloo 1;3;1-10-2017 00:00:00;1-10-2017 00:00:00;;Sporthal Den Willecom;1;1;0;0;10;8;316;317;False;;;1-10-2017 15:39:22;Willy Van Delsen;2-10-2017 13:56:38;Willy Van Delsen;false;false;false;false;false;false;false
204506;129;1;Mixed Competition;2;;Division 2;5;;Qualification;;u-blox Dijlevallei 1;;Pluimplukkers 2;1;28-10-2017 00:00:00;28-10-2017 00:00:00;;Rozebroeken;2;0;1;0;12;7;363;333;False;;;28-10-2017 11:00:02;Willy Van Delsen;;;false;false;false;false;false;false;false
204506;130;1;Mixed Competition;2;;Division 2;5;;Qualification;;Zwijndrecht 1;;Pluimplukkers 2;2;28-10-2017 00:00:00;28-10-2017 00:00:00;;Rozebroeken;0;2;0;1;6;10;210;297;False;;;28-10-2017 15:27:25;Willy Van Delsen;;;false;false;false;false;false;false;false
