tournamentid;teammatchid;matchorder;matchid;matchtypeid;matchtypeno;team1player1memberid;team1player2memberid;team2player1memberid;team2player2memberid;winner;setcount;set1team1;set1team2;set2team1;set2team2;set3team1;set3team2;team1points;team2points;team1sets;team2sets;flag_MatchNotPlayedNoPlayers;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_RetirementTeam1;flag_RetirementTeam2
188480;7;1;1;HD;0;50050848;50101251;50098624;50071942;1;2;21;11;21;14;0;0;42;25;2;0;false;false;false;false;false;false;false
188480;7;2;2;DD;0;50080098;50087231;50086369;50095528;1;2;21;13;21;17;0;0;42;30;2;0;false;false;false;false;false;false;false
188480;7;3;3;HE;1;50101251;;50071942;;1;3;18;21;21;12;21;19;60;52;2;1;false;false;false;false;false;false;false
188480;7;4;4;HE;2;50050848;;50098624;;1;2;21;15;21;16;0;0;42;31;2;0;false;false;false;false;false;false;false
188480;7;5;5;DE;1;50094280;;50086369;;1;2;21;17;21;7;0;0;42;24;2;0;false;false;false;false;false;false;false
188480;7;6;6;DE;2;50080098;;50095528;;2;2;9;21;12;21;0;0;21;42;0;2;false;false;false;false;false;false;false
188480;7;7;7;GD;1;50050848;50094280;50098624;50086369;1;2;21;17;21;10;0;0;42;27;2;0;false;false;false;false;false;false;false
188480;7;8;8;GD;2;50101251;50087231;50071942;50095528;2;2;16;21;19;21;0;0;35;42;0;2;false;false;false;false;false;false;false
188480;8;1;9;HD;0;50076821;50038923;50097074;50098624;1;3;18;21;21;16;21;16;60;53;2;1;false;false;false;false;false;false;false
188480;8;2;10;DD;0;50057845;50041058;50086369;50095528;2;3;21;23;21;16;18;21;60;60;1;2;false;false;false;false;false;false;false
188480;8;3;11;HE;1;50055582;;50097074;;2;3;21;16;14;21;13;21;48;58;1;2;false;false;false;false;false;false;false
188480;8;4;12;HE;2;50038923;;50098624;;2;3;6;21;21;13;14;21;41;55;1;2;false;false;false;false;false;false;false
188480;8;5;13;DE;1;50041058;;50086369;;2;2;5;21;17;21;0;0;22;42;0;2;false;false;false;false;false;false;false
188480;8;6;14;DE;2;50057845;;50082870;;1;3;18;21;21;9;21;19;60;49;2;1;false;false;false;false;false;false;false
188480;8;7;15;GD;1;50055582;50041058;50098624;50095528;1;2;21;8;21;12;0;0;42;20;2;0;false;false;false;false;false;false;false
188480;8;8;16;GD;2;50076821;50057845;50071942;50082870;2;2;18;21;21;23;0;0;39;44;0;2;false;false;false;false;false;false;false
188480;9;1;17;HD;0;50077231;30049233;50098624;50071942;2;3;17;21;21;15;19;21;57;57;1;2;false;false;false;false;false;false;false
188480;9;2;18;DD;0;50049654;30031368;50095528;50082870;2;3;21;17;17;21;8;21;46;59;1;2;false;false;false;false;false;false;false
188480;9;3;19;HE;1;50077231;;50098624;;1;2;21;18;21;15;0;0;42;33;2;0;false;false;false;false;false;false;false
188480;9;4;20;HE;2;30049233;;50071942;;2;3;19;21;21;11;18;21;58;53;1;2;false;false;false;false;false;false;false
188480;9;5;21;DE;1;30031368;;50095528;;2;2;2;21;5;21;0;0;7;42;0;2;false;false;false;false;false;false;false
188480;9;6;22;DE;2;50049654;;50086369;;2;2;12;21;9;21;0;0;21;42;0;2;false;false;false;false;false;false;false
188480;9;7;23;GD;1;50077231;30031368;50071942;50082870;2;2;16;21;18;21;0;0;34;42;0;2;false;false;false;false;false;false;false
188480;9;8;24;GD;2;30049233;50049654;50098624;50086369;1;3;18;21;21;16;21;18;60;55;2;1;false;false;false;false;false;false;false
188480;10;1;25;HD;0;50059488;50055007;50098624;50071942;2;2;22;24;19;21;0;0;41;45;0;2;false;false;false;false;false;false;false
188480;10;2;26;DD;0;50057306;50063677;50095528;50082870;2;3;20;22;21;17;18;21;59;60;1;2;false;false;false;false;false;false;false
188480;10;3;27;HE;1;50055239;;50098624;;1;2;21;15;21;13;0;0;42;28;2;0;false;false;false;false;false;false;false
188480;10;4;28;HE;2;50059488;;50071942;;1;3;19;21;21;11;21;16;61;48;2;1;false;false;false;false;false;false;false
188480;10;5;29;DE;1;50063677;;50095528;;2;2;15;21;11;21;0;0;26;42;0;2;false;false;false;false;false;false;false
188480;10;6;30;DE;2;50098161;;50086369;;1;2;22;20;21;18;0;0;43;38;2;0;false;false;false;false;false;false;false
188480;10;7;31;GD;1;50055239;50098161;50098624;50086369;1;3;19;21;21;13;21;15;61;49;2;1;false;false;false;false;false;false;false
188480;10;8;32;GD;2;50055007;50057306;50071942;50082870;1;3;11;21;21;14;22;20;54;55;2;1;false;false;false;false;false;false;false
188480;11;1;33;HD;0;50076365;50081178;50098624;50071942;1;2;22;20;21;19;0;0;43;39;2;0;false;false;false;false;false;false;false
188480;11;2;34;DD;0;50083201;50083951;50082870;50086369;2;3;11;21;21;11;16;21;48;53;1;2;false;false;false;false;false;false;false
188480;11;3;35;HE;1;50076365;;50098624;;1;2;21;14;21;15;0;0;42;29;2;0;false;false;false;false;false;false;false
188480;11;4;36;HE;2;50081178;;50071942;;1;3;22;24;21;15;21;15;64;54;2;1;false;false;false;false;false;false;false
188480;11;5;37;DE;1;50083201;;50085535;;1;2;21;8;21;16;0;0;42;24;2;0;false;false;false;false;false;false;false
188480;11;6;38;DE;2;50083951;;50086369;;2;2;12;21;9;21;0;0;21;42;0;2;false;false;false;false;false;false;false
188480;11;7;39;GD;1;50076365;50083201;50082870;50071942;1;2;21;14;21;11;0;0;42;25;2;0;false;false;false;false;false;false;false
188480;11;8;40;GD;2;50081178;50080085;50098624;50086369;2;3;21;15;20;22;20;22;61;59;1;2;false;false;false;false;false;false;false
188480;12;1;41;HD;0;50098624;50071942;50050848;50055296;1;3;21;19;14;21;21;14;56;54;2;1;false;false;false;false;false;false;false
188480;12;2;42;DD;0;50086369;50095528;50080098;50087231;2;3;21;9;14;21;17;21;52;51;1;2;false;false;false;false;false;false;false
188480;12;3;43;HE;1;50098624;;50101251;;1;2;21;19;21;16;0;0;42;35;2;0;false;false;false;false;false;false;false
188480;12;4;44;HE;2;50071942;;50050848;;1;2;21;14;22;20;0;0;43;34;2;0;false;false;false;false;false;false;false
188480;12;5;45;DE;1;50095528;;50094280;;2;2;19;21;13;21;0;0;32;42;0;2;false;false;false;false;false;false;false
188480;12;6;46;DE;2;50086369;;50080098;;1;2;21;17;21;15;0;0;42;32;2;0;false;false;false;false;false;false;false
