tournamentid;teammatchid;matchorder;matchid;matchtypeid;matchtypeno;team1player1memberid;team1player2memberid;team2player1memberid;team2player2memberid;winner;setcount;set1team1;set1team2;set2team1;set2team2;set3team1;set3team2;team1points;team2points;team1sets;team2sets;flag_MatchNotPlayedNoPlayers;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_RetirementTeam1;flag_RetirementTeam2
190611;57;1;337;DD;1;50682512;50008498;50024168;50042116;2;2;17;21;11;21;0;0;28;42;0;2;false;false;false;false;false;false;false
190611;57;2;338;DD;2;50682512;50008498;50072283;50042116;1;3;14;21;21;19;21;17;56;57;2;1;false;false;false;false;false;false;false
190611;57;3;339;DD;3;50070922;50090928;50024168;50038025;1;3;21;15;13;21;21;15;55;51;2;1;false;false;false;false;false;false;false
190611;57;4;340;DD;4;50070922;50090928;50072283;50038025;1;2;23;21;21;17;0;0;44;38;2;0;false;false;false;false;false;false;false
190611;57;5;341;DE;1;50682512;;50024168;;2;3;14;21;21;18;18;21;53;60;1;2;false;false;false;false;false;false;false
190611;57;6;342;DE;2;50008498;;50042116;;2;2;15;21;11;21;0;0;26;42;0;2;false;false;false;false;false;false;false
190611;57;7;343;DE;3;50070922;;50072283;;1;2;21;14;21;12;0;0;42;26;2;0;false;false;false;false;false;false;false
190611;57;8;344;DE;4;50090928;;50038025;;1;2;21;0;21;0;0;0;42;0;2;0;false;false;false;false;false;false;true
190611;58;1;345;DD;1;50081415;50074968;50042116;50024168;1;2;21;14;21;14;0;0;42;28;2;0;false;false;false;false;false;false;false
190611;58;2;346;DD;2;50081415;50074968;50088489;50072283;1;2;21;10;21;13;0;0;42;23;2;0;false;false;false;false;false;false;false
190611;58;3;347;DD;3;50037946;50045569;50088489;50072283;1;2;21;18;21;11;0;0;42;29;2;0;false;false;false;false;false;false;false
190611;58;4;348;DD;4;50037946;50045569;50042116;50024168;2;3;21;12;12;21;19;21;52;54;1;2;false;false;false;false;false;false;false
190611;58;5;349;DE;1;50081415;;50042116;;1;2;21;4;21;6;0;0;42;10;2;0;false;false;false;false;false;false;false
190611;58;6;350;DE;2;50074968;;50024168;;1;2;21;16;21;19;0;0;42;35;2;0;false;false;false;false;false;false;false
190611;58;7;351;DE;3;50037946;;50072283;;1;2;21;9;21;15;0;0;42;24;2;0;false;false;false;false;false;false;false
190611;58;8;352;DE;4;50045569;;50088489;;1;2;21;16;21;7;0;0;42;23;2;0;false;false;false;false;false;false;false
190611;59;1;353;DD;1;50078770;50067336;50024168;50053982;1;3;19;21;21;14;21;15;61;50;2;1;false;false;false;false;false;false;false
190611;59;2;354;DD;2;50106603;50041488;50024168;50053982;2;3;19;21;21;17;18;21;58;59;1;2;false;false;false;false;false;false;false
190611;59;3;355;DD;3;50078770;50067336;50072283;50088489;1;2;21;10;21;15;0;0;42;25;2;0;false;false;false;false;false;false;false
190611;59;4;356;DD;4;50106603;50041488;50072283;50088489;1;2;21;14;21;19;0;0;42;33;2;0;false;false;false;false;false;false;false
190611;59;5;357;DE;1;50106603;;50024168;;2;3;21;19;10;21;17;21;48;61;1;2;false;false;false;false;false;false;false
190611;59;6;358;DE;2;50078770;;50072283;;1;2;21;19;21;11;0;0;42;30;2;0;false;false;false;false;false;false;false
190611;59;7;359;DE;3;50067336;;50088489;;1;2;21;11;21;14;0;0;42;25;2;0;false;false;false;false;false;false;false
190611;59;8;360;DE;4;50041488;;50053982;;1;2;21;16;21;17;0;0;42;33;2;0;false;false;false;false;false;false;false
190611;60;1;361;DD;1;50059423;50065899;50024168;50042116;2;2;14;21;15;21;0;0;29;42;0;2;false;false;false;false;false;false;false
190611;60;2;362;DD;2;50059423;50065899;50072283;50088489;1;3;21;12;17;21;21;11;59;44;2;1;false;false;false;false;false;false;false
190611;60;3;363;DD;3;50079456;50021267;50024168;50042116;1;3;21;12;6;21;21;11;48;44;2;1;false;false;false;false;false;false;false
190611;60;4;364;DD;4;50079456;50021267;50072283;50088489;1;2;23;21;21;11;0;0;44;32;2;0;false;false;false;false;false;false;false
190611;60;5;365;DE;1;50065899;;50024168;;2;2;18;21;10;21;0;0;28;42;0;2;false;false;false;false;false;false;false
