tournamentid;teammatchid;matchorder;matchid;matchtypeid;matchtypeno;team1player1memberid;team1player2memberid;team2player1memberid;team2player2memberid;winner;setcount;set1team1;set1team2;set2team1;set2team2;set3team1;set3team2;team1points;team2points;team1sets;team2sets;flag_MatchNotPlayedNoPlayers;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_RetirementTeam1;flag_RetirementTeam2
261702;1535;1;5770;HD;0;30025428;30026217;30050002;30021056;2;3;19;21;21;18;19;21;59;60;1;2;false;false;false;false;false;false;false
261702;1535;2;5771;DD;0;30049240;30036956;30037106;30048475;2;3;19;21;21;19;9;21;49;61;1;2;false;false;false;false;false;false;false
261702;1535;3;5772;HE;1;30021797;;30038404;;2;3;21;17;21;23;17;21;59;61;1;2;false;false;false;false;false;false;false
261702;1535;4;5773;HE;2;30033824;;30021056;;2;2;20;22;19;21;;;39;43;0;2;false;false;false;false;false;false;false
261702;1535;5;5774;DE;1;30036956;;30059169;;1;2;21;12;21;14;;;42;26;2;0;false;false;false;false;false;false;false
261702;1535;6;5775;DE;2;30049240;;30037106;;1;3;11;21;21;19;21;12;53;52;2;1;false;false;false;false;false;false;false
261702;1535;7;5776;GD;1;30036956;30026217;30021056;30048475;2;2;18;21;14;21;;;32;42;0;2;false;false;false;false;false;false;false
261702;1535;8;5777;GD;2;30033824;30049240;30050002;30059169;2;3;21;12;20;22;0;21;41;55;1;2;false;false;false;false;false;false;false
261702;1535;9;5778;GD;3;;;;;0;0;;;;;;;0;0;0;0;false;false;false;false;false;false;false
261702;1542;1;5779;HD;0;30025428;30026217;50069710;50080698;2;2;13;21;19;21;;;32;42;0;2;false;false;false;false;false;false;false
261702;1542;2;5780;DD;0;30049240;30026067;50097641;50108089;2;3;20;22;21;18;13;21;54;61;1;2;false;false;false;false;false;false;false
261702;1542;3;5781;HE;1;30021797;;50080698;;2;2;16;21;9;21;;;25;42;0;2;false;false;false;false;false;false;false
261702;1542;4;5782;HE;2;30025428;;50083975;;2;3;15;21;21;16;13;21;49;58;1;2;false;false;false;false;false;false;false
261702;1542;5;5783;DE;1;30028877;;50108089;;2;2;11;21;15;21;;;26;42;0;2;false;false;false;false;false;false;false
261702;1542;6;5784;DE;2;30049240;;50085168;;2;3;14;21;21;16;15;21;50;58;1;2;false;false;false;false;false;false;false
261702;1542;7;5785;GD;1;30026067;30026217;50097641;50116450;1;3;17;21;22;20;21;18;60;59;2;1;false;false;false;false;false;false;false
261702;1542;8;5786;GD;2;30025428;30049240;50069710;50063455;2;3;13;21;21;17;13;21;47;59;1;2;false;false;false;false;false;false;false
261702;1542;9;5787;GD;3;;;;;0;0;;;;;;;0;0;0;0;false;false;false;false;false;false;false
261702;1543;1;5788;HD;0;30050002;30021056;50069710;50080698;2;2;16;21;16;21;;;32;42;0;2;false;false;false;false;false;false;false
261702;1543;2;5789;DD;0;30037106;30048475;50097641;50108089;2;3;10;21;23;21;16;21;49;63;1;2;false;false;false;false;false;false;false
261702;1543;3;5790;HE;1;30038404;;50080698;;2;3;13;21;21;11;17;21;51;53;1;2;false;false;false;false;false;false;false
261702;1543;4;5791;HE;2;30021056;;50083975;;2;3;15;21;21;19;15;21;51;61;1;2;false;false;false;false;false;false;false
