tournamentid;matchid;LeagueTypeID;LeagueTypeName;eventid;eventcode;eventname;drawid;drawcode;drawname;team1id;team1name;team2id;team2name;winner;plannedtime;plannedtime_original;locationid;locationname;team1matchpoints;team2matchpoints;team1matches;team2matches;team1sets;team2sets;team1points;team2points;HomeAwaySwapped;teamresult_enteredon;teamresult_user;submatchresult_enteredon;submatchresult_user;teammatchconfirmed_confirmedon;teammatchconfirmed_user;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_PenaltyTeam1AllPoints;flag_PenaltyTeam2AllPoints;flag_PenaltyBothTeams
161323;131;1;gemengd;2;;2de prov;3;;2de prov B;;De Valkaart 2G;;Ombesa 1G;2;16-10-2016 09:00:00;16-10-2016 09:00:00;;;0;2;0;1;7;11;331;336;False;;;16-10-2016 20:02:32;BC De Valkaart;4-12-2016 09:58:09;bc Ombesa;false;false;false;false;false;false;false
161323;347;1;gemengd;4;;4de prov;7;;4de prov B;;Blankenbergse 1G;;Brugse 3G;1;16-10-2016 09:00:00;16-10-2016 09:00:00;;;2;0;1;0;15;6;413;347;False;;;16-10-2016 17:08:13;BC Blankenbergse;;;false;false;false;false;false;false;false
161323;391;1;gemengd;4;;4de prov;8;;4de prov C;;De Valkaart 3G;;Roeselare 2G;1;16-10-2016 09:00:00;16-10-2016 09:00:00;;;2;0;1;0;16;4;394;320;False;;;16-10-2016 17:14:56;BC De Valkaart;5-12-2016 16:34:56;Jozef Verbrugghe;false;false;false;false;false;false;false
161323;179;1;gemengd;3;;3de prov;4;;3de prov A;;Tielt 3G;;Brugse 2G;1;16-10-2016 09:15:00;16-10-2016 09:15:00;;;2;0;1;0;16;0;336;203;False;;;16-10-2016 13:19:29;BC Tielt;16-10-2016 18:05:07;Robin Dumon;false;false;false;false;false;false;false
161323;239;1;gemengd;3;;3de prov;5;;3de prov B;;Tielt 4G;;Westhoek 3G;1;16-10-2016 09:15:00;16-10-2016 09:15:00;;;2;0;1;0;13;5;349;310;False;;;17-10-2016 21:07:27;BC Tielt;19-11-2016 20:15:21;Westhoek Badminton;false;false;false;false;false;false;false
161323;337;1;gemengd;4;;4de prov;7;;4de prov B;;Tielt 6G;;Ieper 1G;2;16-10-2016 09:15:00;16-10-2016 09:15:00;;;0;2;0;1;3;16;309;390;False;;;16-10-2016 14:09:50;BC Tielt;16-10-2016 22:06:47;Brecht Veryser;false;false;false;false;false;false;false
161323;396;1;gemengd;4;;4de prov;8;;4de prov C;;IZBA 3G;;Brugse 4G;1;16-10-2016 09:30:00;16-10-2016 09:30:00;;;2;0;1;0;11;7;330;303;False;;;16-10-2016 20:22:54;club IZBA;16-10-2016 20:34:47;WVBF;false;false;false;false;false;false;false
161323;446;1;gemengd;5;;5de prov;10;;5de prov B;;IZBA 4G;;Gitse 3G;2;16-10-2016 09:30:00;16-10-2016 09:30:00;;;0;2;0;1;5;12;265;327;False;;;16-10-2016 11:17:28;club IZBA;16-10-2016 13:12:02;Jonas Maes Gitse;false;false;false;false;false;false;false
161323;244;1;gemengd;3;;3de prov;5;;3de prov B;;Haneveld;;LEBAD Kortrijk 4G;2;16-10-2016 10:00:00;16-10-2016 10:00:00;;;0;2;0;1;2;15;245;342;False;;;16-10-2016 15:29:15;Dominiek Laridon;16-10-2016 18:34:49;Lebad Kortrijk;false;false;false;false;false;false;false
161323;282;1;gemengd;4;;4de prov;6;;4de prov A;;SPORTIF 2G;;Tielt 5G;1;16-10-2016 13:45:00;18-12-2016 13:45:00;;;2;0;1;0;16;2;365;264;False;16-10-2016 18:33:28;bc sportif vzw;16-10-2016 18:41:08;bc sportif vzw;18-10-2016 15:59:45;BC Tielt;false;false;false;false;false;false;false
161323;429;1;gemengd;5;;5de prov;9;;5de prov A;;SPORTIF 4G;;PSV 1G;2;16-10-2016 13:45:00;18-12-2016 13:45:00;;;0;2;0;1;7;10;262;319;False;;;16-10-2016 17:57:15;bc sportif vzw;17-10-2016 10:36:46;club PSV ONA;false;false;false;false;false;false;false
161323;33;1;gemengd;1;;1ste prov;1;;1ste prov;;Westhoek 1G;;De valkaart 1G;2;16-10-2016 14:30:00;16-10-2016 14:30:00;;;0;2;0;1;5;13;280;344;False;16-10-2016 18:48:05;Westhoek Badminton;16-10-2016 18:55:44;Westhoek Badminton;19-10-2016 14:02:01;BC De Valkaart;false;false;false;false;false;false;false
