tournamentid;teammatchid;matchorder;matchid;matchtypeid;matchtypeno;team1player1memberid;team1player2memberid;team2player1memberid;team2player2memberid;winner;setcount;set1team1;set1team2;set2team1;set2team2;set3team1;set3team2;team1points;team2points;team1sets;team2sets;flag_MatchNotPlayedNoPlayers;flag_MatchNotPlayedTeam1DidNotShow;flag_MatchNotPlayedTeam2DidNotShow;flag_PenaltyTeam1;flag_PenaltyTeam2;flag_RetirementTeam1;flag_RetirementTeam2
191589;8;1;1;HD;0;50070388;50070393;50066472;50083098;1;2;21;15;21;12;0;0;42;27;2;0;false;false;false;false;false;false;false
191589;8;2;2;DD;0;50114412;50070389;50069868;50025106;2;2;16;21;10;21;0;0;26;42;0;2;false;false;false;false;false;false;false
191589;8;3;3;HE;1;50070388;;50083098;;1;3;21;15;19;21;21;12;61;48;2;1;false;false;false;false;false;false;false
191589;8;4;4;HE;2;50083381;;50066472;;2;3;20;22;22;20;18;21;60;63;1;2;false;false;false;false;false;false;false
191589;8;5;5;DE;1;50083380;;50069868;;2;2;4;21;9;21;0;0;13;42;0;2;false;false;false;false;false;false;false
191589;8;6;6;DE;2;50070389;;50094086;;2;2;7;21;8;21;0;0;15;42;0;2;false;false;false;false;false;false;false
191589;8;7;7;GD;1;50070393;50114412;50066472;50094086;2;2;12;21;14;21;0;0;26;42;0;2;false;false;false;false;false;false;false
191589;8;8;8;GD;2;50083381;50083380;50083098;50025106;2;2;14;21;15;21;0;0;29;42;0;2;false;false;false;false;false;false;false
191589;9;1;9;HD;0;50042820;50073158;50083098;50066472;1;2;21;16;21;17;0;0;42;33;2;0;false;false;false;false;false;false;false
191589;9;2;10;DD;0;50053565;50085391;50094086;50069868;2;2;11;21;18;21;0;0;29;42;0;2;false;false;false;false;false;false;false
191589;9;3;11;HE;1;50062641;;50000773;;1;2;21;16;21;19;0;0;42;35;2;0;false;false;false;false;false;false;false
191589;9;4;12;HE;2;50073158;;50066472;;1;2;21;19;21;15;0;0;42;34;2;0;false;false;false;false;false;false;false
191589;9;5;13;DE;1;50066147;;50069868;;2;2;12;21;11;21;0;0;23;42;0;2;false;false;false;false;false;false;false
191589;9;6;14;DE;2;50085391;;50094086;;1;3;21;18;17;21;21;16;59;55;2;1;false;false;false;false;false;false;false
191589;9;7;15;GD;1;50062641;50066147;50083098;50094086;1;2;21;17;21;13;0;0;42;30;2;0;false;false;false;false;false;false;false
191589;9;8;16;GD;2;50042820;50053565;50066472;50069868;2;2;17;21;11;21;0;0;28;42;0;2;false;false;false;false;false;false;false
191589;10;1;17;HD;0;50077357;50033302;50066472;50083098;2;3;22;20;22;24;17;21;61;65;1;2;false;false;false;false;false;false;false
191589;10;2;18;DD;0;50072727;50110096;50069868;50116104;2;2;7;21;15;21;0;0;22;42;0;2;false;false;false;false;false;false;false
191589;10;3;19;HE;1;50077357;;50066472;;1;2;21;19;21;12;0;0;42;31;2;0;false;false;false;false;false;false;false
191589;10;4;20;HE;2;50033302;;50103687;;1;2;21;19;21;13;0;0;42;32;2;0;false;false;false;false;false;false;false
191589;10;5;21;DE;1;50110096;;50069868;;2;2;14;21;10;21;0;0;24;42;0;2;false;false;false;false;false;false;false
191589;10;6;22;DE;2;50110399;;50116104;;2;2;8;21;19;21;0;0;27;42;0;2;false;false;false;false;false;false;false
191589;10;7;23;GD;1;50077357;50072727;50066472;50069868;1;2;21;13;21;15;0;0;42;28;2;0;false;false;false;false;false;false;false
191589;10;8;24;GD;2;50033302;50110399;50083098;50116104;1;3;18;21;21;15;21;18;60;54;2;1;false;false;false;false;false;false;false
191589;11;1;25;HD;0;50107641;50402935;50103687;50083098;1;2;21;18;21;16;0;0;42;34;2;0;false;false;false;false;false;false;false
191589;11;2;26;DD;0;50409433;50107642;50079228;50069868;2;2;12;21;17;21;0;0;29;42;0;2;false;false;false;false;false;false;false
